energy	PL
2.9299	1.70E-06
2.9298	1.70E-06
2.9297	1.70E-06
2.9296	1.70E-06
2.9295	1.70E-06
2.9294	1.70E-06
2.9293	1.70E-06
2.9292	1.70E-06
2.9291	1.71E-06
2.929	1.71E-06
2.9289	1.71E-06
2.9288	1.71E-06
2.9287	1.71E-06
2.9286	1.71E-06
2.9285	1.71E-06
2.9284	1.71E-06
2.9283	1.71E-06
2.9282	1.71E-06
2.9281	1.71E-06
2.928	1.71E-06
2.9279	1.71E-06
2.9278	1.71E-06
2.9277	1.72E-06
2.9276	1.72E-06
2.9275	1.72E-06
2.9274	1.72E-06
2.9273	1.72E-06
2.9272	1.72E-06
2.9271	1.72E-06
2.927	1.72E-06
2.9269	1.72E-06
2.9268	1.72E-06
2.9267	1.72E-06
2.9266	1.72E-06
2.9265	1.72E-06
2.9264	1.72E-06
2.9263	1.73E-06
2.9262	1.73E-06
2.9261	1.73E-06
2.926	1.73E-06
2.9259	1.73E-06
2.9258	1.73E-06
2.9257	1.73E-06
2.9256	1.73E-06
2.9255	1.73E-06
2.9254	1.73E-06
2.9253	1.73E-06
2.9252	1.73E-06
2.9251	1.73E-06
2.925	1.73E-06
2.9249	1.73E-06
2.9248	1.74E-06
2.9247	1.74E-06
2.9246	1.74E-06
2.9245	1.74E-06
2.9244	1.74E-06
2.9243	1.74E-06
2.9242	1.74E-06
2.9241	1.74E-06
2.924	1.74E-06
2.9239	1.74E-06
2.9238	1.74E-06
2.9237	1.74E-06
2.9236	1.74E-06
2.9235	1.74E-06
2.9234	1.75E-06
2.9233	1.75E-06
2.9232	1.75E-06
2.9231	1.75E-06
2.923	1.75E-06
2.9229	1.75E-06
2.9228	1.75E-06
2.9227	1.75E-06
2.9226	1.75E-06
2.9225	1.75E-06
2.9224	1.75E-06
2.9223	1.75E-06
2.9222	1.75E-06
2.9221	1.75E-06
2.922	1.76E-06
2.9219	1.76E-06
2.9218	1.76E-06
2.9217	1.76E-06
2.9216	1.76E-06
2.9215	1.76E-06
2.9214	1.76E-06
2.9213	1.76E-06
2.9212	1.76E-06
2.9211	1.76E-06
2.921	1.76E-06
2.9209	1.76E-06
2.9208	1.76E-06
2.9207	1.76E-06
2.9206	1.77E-06
2.9205	1.77E-06
2.9204	1.77E-06
2.9203	1.77E-06
2.9202	1.77E-06
2.9201	1.77E-06
2.92	1.77E-06
2.9199	1.77E-06
2.9198	1.77E-06
2.9197	1.77E-06
2.9196	1.77E-06
2.9195	1.77E-06
2.9194	1.77E-06
2.9193	1.78E-06
2.9192	1.78E-06
2.9191	1.78E-06
2.919	1.78E-06
2.9189	1.78E-06
2.9188	1.78E-06
2.9187	1.78E-06
2.9186	1.78E-06
2.9185	1.78E-06
2.9184	1.78E-06
2.9183	1.78E-06
2.9182	1.78E-06
2.9181	1.78E-06
2.918	1.78E-06
2.9179	1.79E-06
2.9178	1.79E-06
2.9177	1.79E-06
2.9176	1.79E-06
2.9175	1.79E-06
2.9174	1.79E-06
2.9173	1.79E-06
2.9172	1.79E-06
2.9171	1.79E-06
2.917	1.79E-06
2.9169	1.79E-06
2.9168	1.79E-06
2.9167	1.79E-06
2.9166	1.79E-06
2.9165	1.80E-06
2.9164	1.80E-06
2.9163	1.80E-06
2.9162	1.80E-06
2.9161	1.80E-06
2.916	1.80E-06
2.9159	1.80E-06
2.9158	1.80E-06
2.9157	1.80E-06
2.9156	1.80E-06
2.9155	1.80E-06
2.9154	1.80E-06
2.9153	1.80E-06
2.9152	1.80E-06
2.9151	1.81E-06
2.915	1.81E-06
2.9149	1.81E-06
2.9148	1.81E-06
2.9147	1.81E-06
2.9146	1.81E-06
2.9145	1.81E-06
2.9144	1.81E-06
2.9143	1.81E-06
2.9142	1.81E-06
2.9141	1.81E-06
2.914	1.81E-06
2.9139	1.81E-06
2.9138	1.82E-06
2.9137	1.82E-06
2.9136	1.82E-06
2.9135	1.82E-06
2.9134	1.82E-06
2.9133	1.82E-06
2.9132	1.82E-06
2.9131	1.82E-06
2.913	1.82E-06
2.9129	1.82E-06
2.9128	1.82E-06
2.9127	1.82E-06
2.9126	1.82E-06
2.9125	1.82E-06
2.9124	1.83E-06
2.9123	1.83E-06
2.9122	1.83E-06
2.9121	1.83E-06
2.912	1.83E-06
2.9119	1.83E-06
2.9118	1.83E-06
2.9117	1.83E-06
2.9116	1.83E-06
2.9115	1.83E-06
2.9114	1.83E-06
2.9113	1.83E-06
2.9112	1.83E-06
2.9111	1.84E-06
2.911	1.84E-06
2.9109	1.84E-06
2.9108	1.84E-06
2.9107	1.84E-06
2.9106	1.84E-06
2.9105	1.84E-06
2.9104	1.84E-06
2.9103	1.84E-06
2.9102	1.84E-06
2.9101	1.84E-06
2.91	1.84E-06
2.9099	1.84E-06
2.9098	1.85E-06
2.9097	1.85E-06
2.9096	1.85E-06
2.9095	1.85E-06
2.9094	1.85E-06
2.9093	1.85E-06
2.9092	1.85E-06
2.9091	1.85E-06
2.909	1.85E-06
2.9089	1.85E-06
2.9088	1.85E-06
2.9087	1.85E-06
2.9086	1.85E-06
2.9085	1.85E-06
2.9084	1.86E-06
2.9083	1.86E-06
2.9082	1.86E-06
2.9081	1.86E-06
2.908	1.86E-06
2.9079	1.86E-06
2.9078	1.86E-06
2.9077	1.86E-06
2.9076	1.86E-06
2.9075	1.86E-06
2.9074	1.86E-06
2.9073	1.86E-06
2.9072	1.86E-06
2.9071	1.87E-06
2.907	1.87E-06
2.9069	1.87E-06
2.9068	1.87E-06
2.9067	1.87E-06
2.9066	1.87E-06
2.9065	1.87E-06
2.9064	1.87E-06
2.9063	1.87E-06
2.9062	1.87E-06
2.9061	1.87E-06
2.906	1.87E-06
2.9059	1.87E-06
2.9058	1.88E-06
2.9057	1.88E-06
2.9056	1.88E-06
2.9055	1.88E-06
2.9054	1.88E-06
2.9053	1.88E-06
2.9052	1.88E-06
2.9051	1.88E-06
2.905	1.88E-06
2.9049	1.88E-06
2.9048	1.88E-06
2.9047	1.88E-06
2.9046	1.88E-06
2.9045	1.89E-06
2.9044	1.89E-06
2.9043	1.89E-06
2.9042	1.89E-06
2.9041	1.89E-06
2.904	1.89E-06
2.9039	1.89E-06
2.9038	1.89E-06
2.9037	1.89E-06
2.9036	1.89E-06
2.9035	1.89E-06
2.9034	1.89E-06
2.9033	1.89E-06
2.9032	1.90E-06
2.9031	1.90E-06
2.903	1.90E-06
2.9029	1.90E-06
2.9028	1.90E-06
2.9027	1.90E-06
2.9026	1.90E-06
2.9025	1.90E-06
2.9024	1.90E-06
2.9023	1.90E-06
2.9022	1.90E-06
2.9021	1.90E-06
2.902	1.90E-06
2.9019	1.91E-06
2.9018	1.91E-06
2.9017	1.91E-06
2.9016	1.91E-06
2.9015	1.91E-06
2.9014	1.91E-06
2.9013	1.91E-06
2.9012	1.91E-06
2.9011	1.91E-06
2.901	1.91E-06
2.9009	1.91E-06
2.9008	1.91E-06
2.9007	1.91E-06
2.9006	1.92E-06
2.9005	1.92E-06
2.9004	1.92E-06
2.9003	1.92E-06
2.9002	1.92E-06
2.9001	1.92E-06
2.9	1.92E-06
2.8999	1.92E-06
2.8998	1.92E-06
2.8997	1.92E-06
2.8996	1.92E-06
2.8995	1.92E-06
2.8994	1.93E-06
2.8993	1.93E-06
2.8992	1.93E-06
2.8991	1.93E-06
2.899	1.93E-06
2.8989	1.93E-06
2.8988	1.93E-06
2.8987	1.93E-06
2.8986	1.93E-06
2.8985	1.93E-06
2.8984	1.93E-06
2.8983	1.93E-06
2.8982	1.93E-06
2.8981	1.94E-06
2.898	1.94E-06
2.8979	1.94E-06
2.8978	1.94E-06
2.8977	1.94E-06
2.8976	1.94E-06
2.8975	1.94E-06
2.8974	1.94E-06
2.8973	1.94E-06
2.8972	1.94E-06
2.8971	1.94E-06
2.897	1.94E-06
2.8969	1.94E-06
2.8968	1.95E-06
2.8967	1.95E-06
2.8966	1.95E-06
2.8965	1.95E-06
2.8964	1.95E-06
2.8963	1.95E-06
2.8962	1.95E-06
2.8961	1.95E-06
2.896	1.95E-06
2.8959	1.95E-06
2.8958	1.95E-06
2.8957	1.95E-06
2.8956	1.96E-06
2.8955	1.96E-06
2.8954	1.96E-06
2.8953	1.96E-06
2.8952	1.96E-06
2.8951	1.96E-06
2.895	1.96E-06
2.8949	1.96E-06
2.8948	1.96E-06
2.8947	1.96E-06
2.8946	1.96E-06
2.8945	1.96E-06
2.8944	1.96E-06
2.8943	1.97E-06
2.8942	1.97E-06
2.8941	1.97E-06
2.894	1.97E-06
2.8939	1.97E-06
2.8938	1.97E-06
2.8937	1.97E-06
2.8936	1.97E-06
2.8935	1.97E-06
2.8934	1.97E-06
2.8933	1.97E-06
2.8932	1.97E-06
2.8931	1.98E-06
2.893	1.98E-06
2.8929	1.98E-06
2.8928	1.98E-06
2.8927	1.98E-06
2.8926	1.98E-06
2.8925	1.98E-06
2.8924	1.98E-06
2.8923	1.98E-06
2.8922	1.98E-06
2.8921	1.98E-06
2.892	1.98E-06
2.8919	1.98E-06
2.8918	1.99E-06
2.8917	1.99E-06
2.8916	1.99E-06
2.8915	1.99E-06
2.8914	1.99E-06
2.8913	1.99E-06
2.8912	1.99E-06
2.8911	1.99E-06
2.891	1.99E-06
2.8909	1.99E-06
2.8908	1.99E-06
2.8907	1.99E-06
2.8906	2.00E-06
2.8905	2.00E-06
2.8904	2.00E-06
2.8903	2.00E-06
2.8902	2.00E-06
2.8901	2.00E-06
2.89	2.00E-06
2.8899	2.00E-06
2.8898	2.00E-06
2.8897	2.00E-06
2.8896	2.00E-06
2.8895	2.00E-06
2.8894	2.01E-06
2.8893	2.01E-06
2.8892	2.01E-06
2.8891	2.01E-06
2.889	2.01E-06
2.8889	2.01E-06
2.8888	2.01E-06
2.8887	2.01E-06
2.8886	2.01E-06
2.8885	2.01E-06
2.8884	2.01E-06
2.8883	2.01E-06
2.8882	2.01E-06
2.8881	2.02E-06
2.888	2.02E-06
2.8879	2.02E-06
2.8878	2.02E-06
2.8877	2.02E-06
2.8876	2.02E-06
2.8875	2.02E-06
2.8874	2.02E-06
2.8873	2.02E-06
2.8872	2.02E-06
2.8871	2.02E-06
2.887	2.02E-06
2.8869	2.03E-06
2.8868	2.03E-06
2.8867	2.03E-06
2.8866	2.03E-06
2.8865	2.03E-06
2.8864	2.03E-06
2.8863	2.03E-06
2.8862	2.03E-06
2.8861	2.03E-06
2.886	2.03E-06
2.8859	2.03E-06
2.8858	2.03E-06
2.8857	2.04E-06
2.8856	2.04E-06
2.8855	2.04E-06
2.8854	2.04E-06
2.8853	2.04E-06
2.8852	2.04E-06
2.8851	2.04E-06
2.885	2.04E-06
2.8849	2.04E-06
2.8848	2.04E-06
2.8847	2.04E-06
2.8846	2.04E-06
2.8845	2.05E-06
2.8844	2.05E-06
2.8843	2.05E-06
2.8842	2.05E-06
2.8841	2.05E-06
2.884	2.05E-06
2.8839	2.05E-06
2.8838	2.05E-06
2.8837	2.05E-06
2.8836	2.05E-06
2.8835	2.05E-06
2.8834	2.05E-06
2.8833	2.06E-06
2.8832	2.06E-06
2.8831	2.06E-06
2.883	2.06E-06
2.8829	2.06E-06
2.8828	2.06E-06
2.8827	2.06E-06
2.8826	2.06E-06
2.8825	2.06E-06
2.8824	2.06E-06
2.8823	2.06E-06
2.8822	2.06E-06
2.8821	2.07E-06
2.882	2.07E-06
2.8819	2.07E-06
2.8818	2.07E-06
2.8817	2.07E-06
2.8816	2.07E-06
2.8815	2.07E-06
2.8814	2.07E-06
2.8813	2.07E-06
2.8812	2.07E-06
2.8811	2.07E-06
2.881	2.07E-06
2.8809	2.08E-06
2.8808	2.08E-06
2.8807	2.08E-06
2.8806	2.08E-06
2.8805	2.08E-06
2.8804	2.08E-06
2.8803	2.08E-06
2.8802	2.08E-06
2.8801	2.08E-06
2.88	2.08E-06
2.8799	2.08E-06
2.8798	2.09E-06
2.8797	2.09E-06
2.8796	2.09E-06
2.8795	2.09E-06
2.8794	2.09E-06
2.8793	2.09E-06
2.8792	2.09E-06
2.8791	2.09E-06
2.879	2.09E-06
2.8789	2.09E-06
2.8788	2.09E-06
2.8787	2.09E-06
2.8786	2.10E-06
2.8785	2.10E-06
2.8784	2.10E-06
2.8783	2.10E-06
2.8782	2.10E-06
2.8781	2.10E-06
2.878	2.10E-06
2.8779	2.10E-06
2.8778	2.10E-06
2.8777	2.10E-06
2.8776	2.10E-06
2.8775	2.10E-06
2.8774	2.11E-06
2.8773	2.11E-06
2.8772	2.11E-06
2.8771	2.11E-06
2.877	2.11E-06
2.8769	2.11E-06
2.8768	2.11E-06
2.8767	2.11E-06
2.8766	2.11E-06
2.8765	2.11E-06
2.8764	2.11E-06
2.8763	2.12E-06
2.8762	2.12E-06
2.8761	2.12E-06
2.876	2.12E-06
2.8759	2.12E-06
2.8758	2.12E-06
2.8757	2.12E-06
2.8756	2.12E-06
2.8755	2.12E-06
2.8754	2.12E-06
2.8753	2.12E-06
2.8752	2.12E-06
2.8751	2.13E-06
2.875	2.13E-06
2.8749	2.13E-06
2.8748	2.13E-06
2.8747	2.13E-06
2.8746	2.13E-06
2.8745	2.13E-06
2.8744	2.13E-06
2.8743	2.13E-06
2.8742	2.13E-06
2.8741	2.13E-06
2.874	2.13E-06
2.8739	2.14E-06
2.8738	2.14E-06
2.8737	2.14E-06
2.8736	2.14E-06
2.8735	2.14E-06
2.8734	2.14E-06
2.8733	2.14E-06
2.8732	2.14E-06
2.8731	2.14E-06
2.873	2.14E-06
2.8729	2.14E-06
2.8728	2.15E-06
2.8727	2.15E-06
2.8726	2.15E-06
2.8725	2.15E-06
2.8724	2.15E-06
2.8723	2.15E-06
2.8722	2.15E-06
2.8721	2.15E-06
2.872	2.15E-06
2.8719	2.15E-06
2.8718	2.15E-06
2.8717	2.16E-06
2.8716	2.16E-06
2.8715	2.16E-06
2.8714	2.16E-06
2.8713	2.16E-06
2.8712	2.16E-06
2.8711	2.16E-06
2.871	2.16E-06
2.8709	2.16E-06
2.8708	2.16E-06
2.8707	2.16E-06
2.8706	2.16E-06
2.8705	2.17E-06
2.8704	2.17E-06
2.8703	2.17E-06
2.8702	2.17E-06
2.8701	2.17E-06
2.87	2.17E-06
2.8699	2.17E-06
2.8698	2.17E-06
2.8697	2.17E-06
2.8696	2.17E-06
2.8695	2.17E-06
2.8694	2.18E-06
2.8693	2.18E-06
2.8692	2.18E-06
2.8691	2.18E-06
2.869	2.18E-06
2.8689	2.18E-06
2.8688	2.18E-06
2.8687	2.18E-06
2.8686	2.18E-06
2.8685	2.18E-06
2.8684	2.18E-06
2.8683	2.19E-06
2.8682	2.19E-06
2.8681	2.19E-06
2.868	2.19E-06
2.8679	2.19E-06
2.8678	2.19E-06
2.8677	2.19E-06
2.8676	2.19E-06
2.8675	2.19E-06
2.8674	2.19E-06
2.8673	2.19E-06
2.8672	2.19E-06
2.8671	2.20E-06
2.867	2.20E-06
2.8669	2.20E-06
2.8668	2.20E-06
2.8667	2.20E-06
2.8666	2.20E-06
2.8665	2.20E-06
2.8664	2.20E-06
2.8663	2.20E-06
2.8662	2.20E-06
2.8661	2.20E-06
2.866	2.21E-06
2.8659	2.21E-06
2.8658	2.21E-06
2.8657	2.21E-06
2.8656	2.21E-06
2.8655	2.21E-06
2.8654	2.21E-06
2.8653	2.21E-06
2.8652	2.21E-06
2.8651	2.21E-06
2.865	2.21E-06
2.8649	2.22E-06
2.8648	2.22E-06
2.8647	2.22E-06
2.8646	2.22E-06
2.8645	2.22E-06
2.8644	2.22E-06
2.8643	2.22E-06
2.8642	2.22E-06
2.8641	2.22E-06
2.864	2.22E-06
2.8639	2.22E-06
2.8638	2.23E-06
2.8637	2.23E-06
2.8636	2.23E-06
2.8635	2.23E-06
2.8634	2.23E-06
2.8633	2.23E-06
2.8632	2.23E-06
2.8631	2.23E-06
2.863	2.23E-06
2.8629	2.23E-06
2.8628	2.23E-06
2.8627	2.24E-06
2.8626	2.24E-06
2.8625	2.24E-06
2.8624	2.24E-06
2.8623	2.24E-06
2.8622	2.24E-06
2.8621	2.24E-06
2.862	2.24E-06
2.8619	2.24E-06
2.8618	2.24E-06
2.8617	2.24E-06
2.8616	2.25E-06
2.8615	2.25E-06
2.8614	2.25E-06
2.8613	2.25E-06
2.8612	2.25E-06
2.8611	2.25E-06
2.861	2.25E-06
2.8609	2.25E-06
2.8608	2.25E-06
2.8607	2.25E-06
2.8606	2.25E-06
2.8605	2.26E-06
2.8604	2.26E-06
2.8603	2.26E-06
2.8602	2.26E-06
2.8601	2.26E-06
2.86	2.26E-06
2.8599	2.26E-06
2.8598	2.26E-06
2.8597	2.26E-06
2.8596	2.26E-06
2.8595	2.26E-06
2.8594	2.27E-06
2.8593	2.27E-06
2.8592	2.27E-06
2.8591	2.27E-06
2.859	2.27E-06
2.8589	2.27E-06
2.8588	2.27E-06
2.8587	2.27E-06
2.8586	2.27E-06
2.8585	2.27E-06
2.8584	2.28E-06
2.8583	2.28E-06
2.8582	2.28E-06
2.8581	2.28E-06
2.858	2.28E-06
2.8579	2.28E-06
2.8578	2.28E-06
2.8577	2.28E-06
2.8576	2.28E-06
2.8575	2.28E-06
2.8574	2.28E-06
2.8573	2.29E-06
2.8572	2.29E-06
2.8571	2.29E-06
2.857	2.29E-06
2.8569	2.29E-06
2.8568	2.29E-06
2.8567	2.29E-06
2.8566	2.29E-06
2.8565	2.29E-06
2.8564	2.29E-06
2.8563	2.29E-06
2.8562	2.30E-06
2.8561	2.30E-06
2.856	2.30E-06
2.8559	2.30E-06
2.8558	2.30E-06
2.8557	2.30E-06
2.8556	2.30E-06
2.8555	2.30E-06
2.8554	2.30E-06
2.8553	2.30E-06
2.8552	2.31E-06
2.8551	2.31E-06
2.855	2.31E-06
2.8549	2.31E-06
2.8548	2.31E-06
2.8547	2.31E-06
2.8546	2.31E-06
2.8545	2.31E-06
2.8544	2.31E-06
2.8543	2.31E-06
2.8542	2.31E-06
2.8541	2.32E-06
2.854	2.32E-06
2.8539	2.32E-06
2.8538	2.32E-06
2.8537	2.32E-06
2.8536	2.32E-06
2.8535	2.32E-06
2.8534	2.32E-06
2.8533	2.32E-06
2.8532	2.32E-06
2.8531	2.32E-06
2.853	2.33E-06
2.8529	2.33E-06
2.8528	2.33E-06
2.8527	2.33E-06
2.8526	2.33E-06
2.8525	2.33E-06
2.8524	2.33E-06
2.8523	2.33E-06
2.8522	2.33E-06
2.8521	2.33E-06
2.852	2.34E-06
2.8519	2.34E-06
2.8518	2.34E-06
2.8517	2.34E-06
2.8516	2.34E-06
2.8515	2.34E-06
2.8514	2.34E-06
2.8513	2.34E-06
2.8512	2.34E-06
2.8511	2.34E-06
2.851	2.34E-06
2.8509	2.35E-06
2.8508	2.35E-06
2.8507	2.35E-06
2.8506	2.35E-06
2.8505	2.35E-06
2.8504	2.35E-06
2.8503	2.35E-06
2.8502	2.35E-06
2.8501	2.35E-06
2.85	2.35E-06
2.8499	2.36E-06
2.8498	2.36E-06
2.8497	2.36E-06
2.8496	2.36E-06
2.8495	2.36E-06
2.8494	2.36E-06
2.8493	2.36E-06
2.8492	2.36E-06
2.8491	2.36E-06
2.849	2.36E-06
2.8489	2.37E-06
2.8488	2.37E-06
2.8487	2.37E-06
2.8486	2.37E-06
2.8485	2.37E-06
2.8484	2.37E-06
2.8483	2.37E-06
2.8482	2.37E-06
2.8481	2.37E-06
2.848	2.37E-06
2.8479	2.37E-06
2.8478	2.38E-06
2.8477	2.38E-06
2.8476	2.38E-06
2.8475	2.38E-06
2.8474	2.38E-06
2.8473	2.38E-06
2.8472	2.38E-06
2.8471	2.38E-06
2.847	2.38E-06
2.8469	2.38E-06
2.8468	2.39E-06
2.8467	2.39E-06
2.8466	2.39E-06
2.8465	2.39E-06
2.8464	2.39E-06
2.8463	2.39E-06
2.8462	2.39E-06
2.8461	2.39E-06
2.846	2.39E-06
2.8459	2.39E-06
2.8458	2.40E-06
2.8457	2.40E-06
2.8456	2.40E-06
2.8455	2.40E-06
2.8454	2.40E-06
2.8453	2.40E-06
2.8452	2.40E-06
2.8451	2.40E-06
2.845	2.40E-06
2.8449	2.40E-06
2.8448	2.40E-06
2.8447	2.41E-06
2.8446	2.41E-06
2.8445	2.41E-06
2.8444	2.41E-06
2.8443	2.41E-06
2.8442	2.41E-06
2.8441	2.41E-06
2.844	2.41E-06
2.8439	2.41E-06
2.8438	2.41E-06
2.8437	2.42E-06
2.8436	2.42E-06
2.8435	2.42E-06
2.8434	2.42E-06
2.8433	2.42E-06
2.8432	2.42E-06
2.8431	2.42E-06
2.843	2.42E-06
2.8429	2.42E-06
2.8428	2.42E-06
2.8427	2.43E-06
2.8426	2.43E-06
2.8425	2.43E-06
2.8424	2.43E-06
2.8423	2.43E-06
2.8422	2.43E-06
2.8421	2.43E-06
2.842	2.43E-06
2.8419	2.43E-06
2.8418	2.43E-06
2.8417	2.44E-06
2.8416	2.44E-06
2.8415	2.44E-06
2.8414	2.44E-06
2.8413	2.44E-06
2.8412	2.44E-06
2.8411	2.44E-06
2.841	2.44E-06
2.8409	2.44E-06
2.8408	2.44E-06
2.8407	2.45E-06
2.8406	2.45E-06
2.8405	2.45E-06
2.8404	2.45E-06
2.8403	2.45E-06
2.8402	2.45E-06
2.8401	2.45E-06
2.84	2.45E-06
2.8399	2.45E-06
2.8398	2.45E-06
2.8397	2.46E-06
2.8396	2.46E-06
2.8395	2.46E-06
2.8394	2.46E-06
2.8393	2.46E-06
2.8392	2.46E-06
2.8391	2.46E-06
2.839	2.46E-06
2.8389	2.46E-06
2.8388	2.46E-06
2.8387	2.47E-06
2.8386	2.47E-06
2.8385	2.47E-06
2.8384	2.47E-06
2.8383	2.47E-06
2.8382	2.47E-06
2.8381	2.47E-06
2.838	2.47E-06
2.8379	2.47E-06
2.8378	2.47E-06
2.8377	2.48E-06
2.8376	2.48E-06
2.8375	2.48E-06
2.8374	2.48E-06
2.8373	2.48E-06
2.8372	2.48E-06
2.8371	2.48E-06
2.837	2.48E-06
2.8369	2.48E-06
2.8368	2.48E-06
2.8367	2.49E-06
2.8366	2.49E-06
2.8365	2.49E-06
2.8364	2.49E-06
2.8363	2.49E-06
2.8362	2.49E-06
2.8361	2.49E-06
2.836	2.49E-06
2.8359	2.49E-06
2.8358	2.50E-06
2.8357	2.50E-06
2.8356	2.50E-06
2.8355	2.50E-06
2.8354	2.50E-06
2.8353	2.50E-06
2.8352	2.50E-06
2.8351	2.50E-06
2.835	2.50E-06
2.8349	2.50E-06
2.8348	2.51E-06
2.8347	2.51E-06
2.8346	2.51E-06
2.8345	2.51E-06
2.8344	2.51E-06
2.8343	2.51E-06
2.8342	2.51E-06
2.8341	2.51E-06
2.834	2.51E-06
2.8339	2.51E-06
2.8338	2.52E-06
2.8337	2.52E-06
2.8336	2.52E-06
2.8335	2.52E-06
2.8334	2.52E-06
2.8333	2.52E-06
2.8332	2.52E-06
2.8331	2.52E-06
2.833	2.52E-06
2.8329	2.52E-06
2.8328	2.53E-06
2.8327	2.53E-06
2.8326	2.53E-06
2.8325	2.53E-06
2.8324	2.53E-06
2.8323	2.53E-06
2.8322	2.53E-06
2.8321	2.53E-06
2.832	2.53E-06
2.8319	2.54E-06
2.8318	2.54E-06
2.8317	2.54E-06
2.8316	2.54E-06
2.8315	2.54E-06
2.8314	2.54E-06
2.8313	2.54E-06
2.8312	2.54E-06
2.8311	2.54E-06
2.831	2.54E-06
2.8309	2.55E-06
2.8308	2.55E-06
2.8307	2.55E-06
2.8306	2.55E-06
2.8305	2.55E-06
2.8304	2.55E-06
2.8303	2.55E-06
2.8302	2.55E-06
2.8301	2.55E-06
2.83	2.55E-06
2.8299	2.56E-06
2.8298	2.56E-06
2.8297	2.56E-06
2.8296	2.56E-06
2.8295	2.56E-06
2.8294	2.56E-06
2.8293	2.56E-06
2.8292	2.56E-06
2.8291	2.56E-06
2.829	2.57E-06
2.8289	2.57E-06
2.8288	2.57E-06
2.8287	2.57E-06
2.8286	2.57E-06
2.8285	2.57E-06
2.8284	2.57E-06
2.8283	2.57E-06
2.8282	2.57E-06
2.8281	2.57E-06
2.828	2.58E-06
2.8279	2.58E-06
2.8278	2.58E-06
2.8277	2.58E-06
2.8276	2.58E-06
2.8275	2.58E-06
2.8274	2.58E-06
2.8273	2.58E-06
2.8272	2.58E-06
2.8271	2.59E-06
2.827	2.59E-06
2.8269	2.59E-06
2.8268	2.59E-06
2.8267	2.59E-06
2.8266	2.59E-06
2.8265	2.59E-06
2.8264	2.59E-06
2.8263	2.59E-06
2.8262	2.59E-06
2.8261	2.60E-06
2.826	2.60E-06
2.8259	2.60E-06
2.8258	2.60E-06
2.8257	2.60E-06
2.8256	2.60E-06
2.8255	2.60E-06
2.8254	2.60E-06
2.8253	2.60E-06
2.8252	2.61E-06
2.8251	2.61E-06
2.825	2.61E-06
2.8249	2.61E-06
2.8248	2.61E-06
2.8247	2.61E-06
2.8246	2.61E-06
2.8245	2.61E-06
2.8244	2.61E-06
2.8243	2.62E-06
2.8242	2.62E-06
2.8241	2.62E-06
2.824	2.62E-06
2.8239	2.62E-06
2.8238	2.62E-06
2.8237	2.62E-06
2.8236	2.62E-06
2.8235	2.62E-06
2.8234	2.62E-06
2.8233	2.63E-06
2.8232	2.63E-06
2.8231	2.63E-06
2.823	2.63E-06
2.8229	2.63E-06
2.8228	2.63E-06
2.8227	2.63E-06
2.8226	2.63E-06
2.8225	2.63E-06
2.8224	2.64E-06
2.8223	2.64E-06
2.8222	2.64E-06
2.8221	2.64E-06
2.822	2.64E-06
2.8219	2.64E-06
2.8218	2.64E-06
2.8217	2.64E-06
2.8216	2.64E-06
2.8215	2.65E-06
2.8214	2.65E-06
2.8213	2.65E-06
2.8212	2.65E-06
2.8211	2.65E-06
2.821	2.65E-06
2.8209	2.65E-06
2.8208	2.65E-06
2.8207	2.65E-06
2.8206	2.66E-06
2.8205	2.66E-06
2.8204	2.66E-06
2.8203	2.66E-06
2.8202	2.66E-06
2.8201	2.66E-06
2.82	2.66E-06
2.8199	2.66E-06
2.8198	2.66E-06
2.8197	2.66E-06
2.8196	2.67E-06
2.8195	2.67E-06
2.8194	2.67E-06
2.8193	2.67E-06
2.8192	2.67E-06
2.8191	2.67E-06
2.819	2.67E-06
2.8189	2.67E-06
2.8188	2.67E-06
2.8187	2.68E-06
2.8186	2.68E-06
2.8185	2.68E-06
2.8184	2.68E-06
2.8183	2.68E-06
2.8182	2.68E-06
2.8181	2.68E-06
2.818	2.68E-06
2.8179	2.68E-06
2.8178	2.69E-06
2.8177	2.69E-06
2.8176	2.69E-06
2.8175	2.69E-06
2.8174	2.69E-06
2.8173	2.69E-06
2.8172	2.69E-06
2.8171	2.69E-06
2.817	2.69E-06
2.8169	2.70E-06
2.8168	2.70E-06
2.8167	2.70E-06
2.8166	2.70E-06
2.8165	2.70E-06
2.8164	2.70E-06
2.8163	2.70E-06
2.8162	2.70E-06
2.8161	2.70E-06
2.816	2.71E-06
2.8159	2.71E-06
2.8158	2.71E-06
2.8157	2.71E-06
2.8156	2.71E-06
2.8155	2.71E-06
2.8154	2.71E-06
2.8153	2.71E-06
2.8152	2.71E-06
2.8151	2.72E-06
2.815	2.72E-06
2.8149	2.72E-06
2.8148	2.72E-06
2.8147	2.72E-06
2.8146	2.72E-06
2.8145	2.72E-06
2.8144	2.72E-06
2.8143	2.72E-06
2.8142	2.73E-06
2.8141	2.73E-06
2.814	2.73E-06
2.8139	2.73E-06
2.8138	2.73E-06
2.8137	2.73E-06
2.8136	2.73E-06
2.8135	2.73E-06
2.8134	2.73E-06
2.8133	2.74E-06
2.8132	2.74E-06
2.8131	2.74E-06
2.813	2.74E-06
2.8129	2.74E-06
2.8128	2.74E-06
2.8127	2.74E-06
2.8126	2.74E-06
2.8125	2.74E-06
