700.09,-25.000
700.22,-28.000
700.35,10.000
700.47,-25.000
700.60,-21.000
700.73,-13.000
700.86,8.000
700.98,-33.000
701.11,-9.000
701.24,-21.000
701.36,34.000
701.49,27.000
701.62,13.000
701.74,-20.000
701.87,-13.000
702.00,-28.000
702.12,23.000
702.25,-12.000
702.38,23.000
702.50,32.000
702.63,-5.000
702.76,-18.000
702.89,3.000
703.01,12.000
703.14,-20.000
703.27,-24.000
703.39,7.000
703.52,-36.000
703.65,-21.000
703.77,-1.000
703.90,6.000
704.03,1.000
704.15,-22.000
704.28,-3.000
704.41,3.000
704.54,-9.000
704.66,-7.000
704.79,5.000
704.92,8.000
705.04,13.000
705.17,-22.000
705.30,5.000
705.42,-24.000
705.55,3.000
705.68,-12.000
705.80,-15.000
705.93,10.000
706.06,24.000
706.18,-33.000
706.31,42.000
706.44,-1.000
706.56,-7.000
706.69,32.000
706.82,-10.000
706.95,13.000
707.07,10.000
707.20,-15.000
707.33,32.000
707.45,-3.000
707.58,18.000
707.71,-2.000
707.83,23.000
707.96,-15.000
708.09,-15.000
708.21,12.000
708.34,48.000
708.47,-10.000
708.59,-35.000
708.72,24.000
708.85,24.000
708.97,11.000
709.10,-9.000
709.23,4.000
709.35,40.000
709.48,-15.000
709.61,31.000
709.73,24.000
709.86,-13.000
709.99,-17.000
710.12,17.000
710.24,13.000
710.37,23.000
710.50,6.000
710.62,-7.000
710.75,18.000
710.88,-16.000
711.00,12.000
711.13,-3.000
711.26,20.000
711.38,-38.000
711.51,-4.000
711.64,33.000
711.76,-15.000
711.89,-2.000
712.02,43.000
712.14,-24.000
712.27,-12.000
712.40,10.000
712.52,4.000
712.65,-2.000
712.78,-4.000
712.90,4.000
713.03,20.000
713.16,-11.000
713.28,-37.000
713.41,34.000
713.54,-18.000
713.66,3.000
713.79,22.000
713.92,-29.000
714.04,7.000
714.17,3.000
714.30,21.000
714.42,-28.000
714.55,-9.000
714.68,3.000
714.80,-12.000
714.93,-1.000
715.06,12.000
715.18,-22.000
715.31,-37.000
715.44,-13.000
715.56,-19.000
715.69,-27.000
715.82,25.000
715.95,-10.000
716.07,-6.000
716.20,24.000
716.33,-23.000
716.45,-12.000
716.58,-21.000
716.71,-12.000
716.83,-9.000
716.96,-9.000
717.09,-23.000
717.21,17.000
717.34,8.000
717.47,-7.000
717.59,-18.000
717.72,0.000
717.85,-19.000
717.97,-14.000
718.10,18.000
718.23,5.000
718.35,1.000
718.48,-6.000
718.61,-11.000
718.73,4.000
718.86,15.000
718.99,-3.000
719.11,-10.000
719.24,-15.000
719.36,10.000
719.49,40.000
719.62,18.000
719.74,13.000
719.87,32.000
720.00,39.000
720.12,-18.000
720.25,-13.000
720.38,16.000
720.50,-27.000
720.63,17.000
720.76,24.000
720.88,25.000
721.01,-9.000
721.14,1.000
721.26,4.000
721.39,-23.000
721.52,6.000
721.64,-20.000
721.77,-28.000
721.90,-4.000
722.02,-2.000
722.15,-31.000
722.28,21.000
722.40,-11.000
722.53,20.000
722.66,-9.000
722.78,-33.000
722.91,13.000
723.04,-29.000
723.16,-20.000
723.29,-22.000
723.42,-33.000
723.54,13.000
723.67,13.000
723.80,16.000
723.92,1.000
724.05,-4.000
724.18,23.000
724.30,-8.000
724.43,-23.000
724.56,-2.000
724.68,24.000
724.81,-8.000
724.93,-12.000
725.06,0.000
725.19,24.000
725.31,-26.000
725.44,7.000
725.57,-12.000
725.69,-8.000
725.82,-23.000
725.95,-1.000
726.07,-29.000
726.20,-41.000
726.33,-10.000
726.45,19.000
726.58,19.000
